"食物
（每100克）","能量
（kal）","蛋白质
（克）","糖类
（克）","脂肪
（克）","水分
（克）","纤维
（克）","灰份
（克）","VA
（微克）","胡萝卜素
（微克）","视黄醇当量
（微克）","VB1
（毫克）","VB2
（毫克）","烟酸
（毫克）","VC
（毫克）","VE
（毫克）","钾
（毫克）","钠
（毫克）","钙
（毫克）","镁
（毫克）","铁
（毫克）","锰
（毫克）","锌
（毫克）","铜
（毫克）","磷
（毫克）","硒
（微克）"
天麻鲤鱼,181,18.6,2.3,10.8,67.1,0,1.2,0,0,0,0.02,0.02,3.8,0,3.6,207,58.8,42,34,1.5,0,1.15,0.18,248,33.66
田鸡,93,20.5,0,1.2,79.4,0,1,7,0,7,0.26,0.28,9,0,0.55,280,11.8,127,20,1.5,0.04,1.15,0.05,200,16.1
田鸡腿,79,11.8,4.7,1.4,81.7,0,0.4,0,0,0,0.01,0.05,6.6,0,0.58,92,215.2,121,13,1.7,0.01,1.4,0,7,7
甜瓜,26,0.4,5.8,0.1,92.9,0.4,0.4,0,30,5,0.02,0.03,0.3,15,0.47,139,8.8,14,11,0.7,0.04,0.09,0.04,17,0.4
甜椒(脱水),307,7.6,68.3,0.4,10.5,8.3,4.9,0,16910,2818,0.23,0.18,4,846,6.05,1443,126,130,145,7.4,0.84,1.65,1.17,10,3.01
甜赖黄瓜,99,2.8,21.6,0.2,62.7,1.2,11.5,0,0,0,0.07,0.03,0.4,0,0,157,0,96,27,4.1,0.42,0.47,0.09,53,0.8
甜萝卜,75,1,17.6,0.1,74.8,5.9,0.6,0,0,0,0.05,0.04,0.2,8,1.85,254,20.8,56,38,0.9,0.86,0.31,0.15,18,0.29
甜面酱,136,5.5,27.1,0.6,53.9,1.4,11.5,0,30,0,0.03,0.14,2,0,2.16,189,2097.2,29,26,3.6,0.73,1.38,0.12,76,5.81
甜酸皎头,97,0.5,22.6,0.5,73.7,0.4,2.3,0,0,0,0,0,0.4,0,0.01,55,809,68,7,4.2,0,0,0.33,6,1.01
条浒苔,148,19,17.2,0.4,23.7,9.1,30.6,0,0,0,0.35,0.4,4,0,0,410,4955.5,185,1257,283.7,0,3.56,1.11,302,5.59
通心粉,350,11.9,75.4,0.1,11.8,0.4,0.4,0,0,0,0.12,0.03,1,0,0,209,35,14,58,2.6,0.67,1.55,0.16,97,5.8
茼蒿,21,1.9,2.7,0.3,93,1.2,0.9,0,1510,252,0.04,0.09,0.6,18,0.92,220,161.3,73,20,2.5,0.28,0.35,0.06,36,0.6
铜盆鱼,106,17.9,2.7,2.6,75.2,0,1.6,12,0,12,0.02,0.1,3.5,0,1.08,261,103.9,186,36,2.3,0.26,1.2,0.08,304,31.53
凸眼鱼,107,21.1,0.5,2.3,74.6,0,1.5,117,0,117,0.03,0.04,1.5,0,2.35,264,150.4,107,32,0.4,0.11,0.92,0.06,135,29.45
土豆,76,2,16.5,0.2,79.8,0.7,0.8,0,30,5,0.08,0.04,1.1,27,0.34,342,2.7,8,23,0.8,0.14,0.37,0.12,40,0.78
土豆粉,337,1.2,82,0.5,12,1.4,2.9,0,0,0,0.08,0.06,1.1,0,0,8,4.7,0,27,10.7,0.37,1.22,1.06,23,1.58
土豆粉,337,7.2,76,0.5,12,1.4,2.9,0,120,20,0.09,0.06,5.1,0,0.28,1075,4.7,171,27,10.7,0.37,1.22,1.06,123,1.58
兔肉,102,19.7,0.9,2.2,76.2,0,1,212,0,212,0.11,0.1,5.8,0,0.42,284,45.1,12,15,2,0.04,1.3,0.12,165,10.93
兔肉(野),84,16.6,0,2,80.6,0,0.8,0,0,0,0.21,0,0,0,0,371,88.3,23,46,7.4,0.04,7.81,0.18,293,10.35
脱水土豆,343,5.2,79.2,0.6,10.1,3.3,1.6,0,0,0,0,0.05,1,17,0,80,21.1,41,39,3.4,0.28,0.39,1.54,38,2.17
脱脂酸奶,57,3.3,10,0.4,85.5,0,0.8,0,0,0,0.02,0.1,0.1,1,0,156,27.7,146,10,0.1,0.02,0.51,0.01,91,1.46
瓦罐鸡汤,408,1.3,95.2,2.4,0,0,1.1,0,0,0,0.01,0.07,0,0,0.21,39,251.4,2,5,0.3,0,0,0.01,20,0
瓦罐鸡汤(肉),289,19.7,4.2,21.5,52.8,0,1.8,9,0,9,0.09,0.11,3.6,0,0.07,22,240,91,7,3.8,0.06,2,0.26,202,7.68
瓦罐鸡汤(汤),408,1.3,95.2,2.4,0,0,1.1,0,0,0,0.01,0.07,0,0,0.21,39,251.4,2,5,0.3,0,0,0.01,20,0
豌豆,105,7.4,18.2,0.3,70.2,3,0.9,0,220,37,0.43,0.09,2.3,14,1.21,332,1.2,21,43,1.7,0.65,1.29,0.22,127,1.74
豌豆,318,23,54.3,1,12.8,6,2.9,0,280,47,0.29,0,0,0,1.97,610,4.2,195,83,5.9,1.55,2.29,1.26,175,41.8
豌豆(干),313,20.3,55.4,1.1,10.4,10.4,2.4,0,250,42,0.49,0.14,2.4,0,8.47,823,9.7,97,118,4.9,1.15,2.35,0.47,259,1.69
豌豆(花),322,21.6,56.7,1,11.5,6.9,2.3,0,240,40,0.68,0.22,2.4,0,9.63,736,3.2,106,112,4.4,1.17,2.47,0.54,218,9.72
豌豆黄,133,7.5,24.5,0.6,63.7,2.2,1.5,0,30,5,0.04,0.04,0,0,2.91,137,151.7,141,52,5.1,0.35,2.71,0.24,102,1.06
豌豆苗,29,3.1,2.8,0.6,92.7,0,0.8,0,0,0,0,0,0,0,1.45,174,26.3,59,13,1.8,0.26,0.47,0.02,41,0.7
碗糕,332,4.8,67.4,4.8,22,0.4,0.6,0,490,82,0.15,0.04,0,0,1.06,94,42.2,41,9,2.4,0.15,0.69,0.18,128,16.8
旺虾,102,17.3,0,3.7,78,0,1.1,0,0,0,0.03,0.1,2.5,0,0.54,351,49.6,42,22,2.1,0.03,0.53,0.09,195,27.49
望果,32,0.6,7,0.2,90.6,1.3,0.3,0,8050,1342,0.01,0.04,0.3,23,1.21,138,2.8,0,14,0.2,0.2,0.09,0.06,11,1.44
煨牛肉(罐头),166,16.7,0.1,11,70.1,0,2.1,0,0,0,0.04,0.09,6.5,0,1.22,95,609.4,66,17,2.7,0.13,4.5,0.08,82,4.7
维尔康运动饮料,45,0,11,0.1,88.9,0,0,0,0,0,0.05,0.02,0,0,0,5,5,6,2,0,0.02,0.24,0.03,0,0
味精,268,40.1,26.5,0.2,0.2,0,33,0,0,5,0.08,0,0.3,0,0,4,21053,100,7,1.2,0.67,0.31,0.12,4,0.98
文旦,41,0.8,9.1,0.2,89,0.4,0.5,0,10,2,0,0.03,0.3,23,0,119,3,4,4,0.3,0.08,0.4,0.18,24,0.7
蕹菜,20,2.2,2.2,0.3,92.9,1.4,1,0,1520,253,0.03,0.08,0.8,25,1.09,243,94.3,99,29,2.3,0.67,0.39,0.1,38,1.2
倭瓜,22,0.7,4.5,0.1,93.5,0.8,0.4,0,890,148,0.03,0.04,0.4,8,0.36,145,0.8,16,8,0.4,0.08,0.14,0.03,24,0.46
莴苣,14,1,2.2,0.1,95.5,0.6,0.6,0,150,25,0.02,0.02,0.5,4,0.19,212,36.5,23,19,0.9,0.19,0.33,0.07,48,0.54
莴荨叶,18,1.4,2.6,0.2,94.2,1,0.6,0,880,147,0.06,0.1,0.4,13,0.58,148,39.1,34,19,1.5,0.26,0.51,0.09,26,0.78
莴笋(酱),23,2.3,3.1,0.2,83,1,10.4,0,0,0,0.06,0.05,0.6,0,0,302,4665.1,28,41,3.1,0.34,0.42,0.26,32,0.93
乌鳢,85,19.5,0,1.2,78.7,0,1.6,26,0,26,0.02,0.14,2.5,0,0.97,313,48.8,152,33,0.7,0.06,0.8,0.05,232,24.57
乌林春酒,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5,1,0,0,0.18,0.01,0,0.81
乌梅,219,6.8,42.7,2.3,11.7,33.9,2.6,0,0,0,0.07,0.54,2.3,4,7.12,19.3,19.3,33,137,0.5,0.35,7.65,1.17,16,1.57
乌鸦肉,136,21,2.6,4.6,70.7,0,1.1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
乌鱼蛋,66,14.1,0,1.1,85.3,0,0.9,0,0,0,0.01,0.04,2,10.54,9.04,201,126.8,11,21,0.3,0.04,1.27,0.22,99,37.97
乌枣,228,1.7,54.7,0.3,39,2.6,1.7,0,40,7,0,0,2.1,0,1.88,478,6.3,108,32,1.2,0.59,0.44,0.21,63,0.53
乌贼(鲜),84,17.4,0,1.6,80.4,0,1.1,35,0,35,0.02,0.06,1.6,1.68,1.68,290,110,44,42,0.9,0.08,2.38,0.45,19,38.18
无花果,59,1.5,13,0.1,81.3,3,1.1,0,30,5,0.03,0.02,0.1,2,1.82,212,5.5,67,17,0.1,0.17,1.42,0.01,18,0.67
五谷香,377,9.9,78.4,2.6,5.6,0.5,3,0,0,0,0.11,0.19,0,0,2.31,7,1,2,0,0.5,0.05,0.23,0.03,13,1.15
五花肋条(牛),123,18.6,0,5.4,75.1,0,1,7,0,7,0.06,0.13,3.1,0,0.37,217,66.6,19,14,2.7,0.06,4.05,0.07,120,2.35
五酿春(44.4度),260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0.06,0,0
五香粉,348,1,68,8,12.4,5.3,5.3,0,0,0,0,0.03,1.5,0,9.59,1138,27.2,181,88,34.4,0,2.79,1.25,66,5.73
五星啤酒,18,0,0,0,0,0,0.1,0,0,0,0.03,0.11,0,0,0,26,0.9,7,13,0,0,0,0.03,22,0
午餐肝,181,9.3,34.7,0.5,50.5,0,5,4,0,4,0.01,0.31,0.1,0,0.32,57,294.4,36,23,4.7,0.15,2.36,0.5,19,3
午餐肉,229,9.4,12,15.9,59.9,0,2.8,0,0,0,0.24,0.05,11.1,0,0,146,981.9,57,18,0,0.06,1.39,0.08,81,4.3
武昌鱼,135,18.3,1.2,6.3,73.1,0,1.1,28,0,28,0.02,0.07,1.7,0,0.52,215,41.1,89,17,0.7,0.05,0.89,0.07,188,11.59
武汉啤酒(3.2度),18,0,0,0,0,0,0.1,0,0,0,0.03,0.11,0,0,0,21,4.2,0,8,0,0,0,0,15,0
西瓜,25,0.6,5.5,0.1,93.3,0.3,0.2,0,450,75,0.02,0.03,0.2,6,0.1,87,3.2,8,8,0.3,0.05,0.1,0.05,9,0.17
西瓜(京欣一号),34,0.5,7.9,0,91.2,0.2,0.2,0,80,13,0.02,0.04,0.4,7,0.03,79,4.2,10,11,0.5,0.05,0.1,0.02,13,0.08
西瓜(郑州三号),25,0.6,5.5,0.1,93.4,0.2,0.2,0,210,35,0.02,0.04,0.3,4,0.13,115,2.4,4,10,0.2,0.01,0.07,0.04,11,0.1
西瓜(忠于6号),32,0.5,6.4,0.5,92.3,0.1,0.2,0,230,38,0.01,0.03,0.2,6,0.16,0,0,0,22,0,0,0,0,0,0
西瓜脯,305,0.7,75.5,0.2,18.7,2,2.9,0,20,3,0.01,0.03,0.4,13,0,1040,529.3,253,57,11,0.09,2.1,0.04,21,3.55
西瓜子(炒),573,32.7,9.7,44.8,4.3,4.5,4,0,0,0,0.04,0.08,3.4,0,1.23,612,187.7,28,448,8.2,1.82,6.76,1.82,765,23.44
西瓜子(话梅),541,30.3,0.2,46.5,5,13.2,4.8,0,0,0,0.03,0.05,3.2,0,2.71,516,133.7,392,18,4.4,1.45,5.88,1.91,868,6.2
西瓜子仁,555,32.4,3.2,45.9,9.2,5.4,3.9,0,0,0,0.2,0.08,1.4,0,27.37,186,9.4,0,1,4.7,1.21,0.39,0.04,818,11
西红柿,13,0.6,2.4,0.1,95.6,0.8,0.5,0,530,88,0.05,0.02,1,8,1.19,163,0,15,9,0.4,0.06,0.14,0.45,2,0.12
西红柿,19,0.9,3.5,0.2,94.4,0.5,0.5,0,550,92,0.03,0.03,0.6,19,0.57,163,5,10,9,0.4,0.08,0.13,0.06,2,0.15
西葫芦,18,0.8,3.2,0.2,94.9,0.6,0.3,0,30,5,0.01,0.03,0.2,6,0.34,92,5,15,9,0.3,0.04,0.12,0.03,17,0.28
西兰花,33,4.1,2.7,0.6,90.3,1.6,0.7,0,7210,1202,0.09,0.13,0.9,51,0.91,17,18.8,67,17,1,0.24,0.78,0.03,72,0.71
西洋菜,17,2.9,0.3,0.5,94.5,1.2,0.6,0,9550,1592,0.01,0.11,0.3,52,0.59,179,61.2,30,9,1,0.25,0.69,0.06,26,0.7
喜得乐,60,2.9,10.2,0.8,85.8,0,0.3,31,0,31,0.01,0,0.3,0,0,25,24.8,36,2,0,0,0,0.05,38,0
喜乐(乳酸饮料),53,0.9,11.8,0.2,86.8,0,0.3,2,0,2,0.01,0.02,0,0,2.81,20,53.8,14,2,0.1,0.01,0.04,0,23,0.89
喜鹊肉,128,23.2,0.8,3.6,71.3,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喜头鱼,108,17.1,3.8,2.7,75.4,0,1,17,0,17,0.04,0.09,2.5,0,0.68,290,41.2,79,41,1.3,0.06,1.94,0.08,193,14.31
喜鱼(多鳞喜),84,18.4,1.2,0.6,78.5,0,1.3,12,0,12,0.03,0.04,2.1,0,0.19,211,173.6,120,40,1.5,0.06,0.75,0.11,220,21.27
细花草,23,2.7,2.7,0.2,92.3,1.6,0.5,0,0,0,0.08,0.34,8,0,0.4,179,73,17,21,1.3,0.09,0.6,0.4,33,0.02
虾虎,81,11.6,4.8,1.7,80.6,0,1.3,0,0,0,0.04,0.04,0.9,0,3.18,132,136.6,22,32,1.7,0.11,3.31,2.99,206,46.55
虾米,195,43.7,0,2.6,37.4,0,17,21,0,21,0.01,0.12,5,0,1.46,550,4891.9,555,236,11,0.77,3.82,2.33,666,75.4
虾脑酱,100,15.2,0,4.3,58.4,0,28.5,0,0,0,0,0.29,3.8,0,1.78,111,1790,667,53,8.7,0.87,3.65,1.6,146,21.45
虾皮,153,30.7,2.5,2.2,42.4,0,22.2,19,0,19,0.02,0.14,3.1,0,0.92,617,5057.7,991,265,6.7,0.82,1.93,1.08,582,74.43
虾仁,153,30.7,2.5,2.2,42.4,0,22.2,19,0,19,0.02,0.14,3.1,0,0.92,617,5057.7,991,265,6.7,0.82,1.93,1.08,582,74.43
虾子,153,30.7,2.5,2.2,42.4,0,22.2,19,0,19,0.02,0.14,3.1,0,0.92,617,5057.7,991,265,6.7,0.82,1.93,1.08,582,74.43
鲜贝,77,15.7,2.5,0.5,80.3,0,1,0,0,0,0,0.21,2.5,1.46,1.46,226,120,28,31,0.7,0.33,2.08,0,166,57.18
鲜赤贝,61,13.9,0,0.6,84.9,0,1.5,0,0,0,0,0.1,0.2,13.22,4.21,153,266.1,35,45,4.8,0.6,11.58,0.4,118,29.97
鲜桔晶,385,0.3,95.9,0,3.7,0,0.1,0,0,0,0.11,0.09,0.3,18,0,1,6.2,24,0,0.5,0,2.92,0.15,2,0
鲜橘汁(纸盒),30,0.1,7.4,0,92.5,0,0,0,20,3,0.04,0,0,0,0,3,4.2,7,1,0.1,0,0.01,0,0,0
鲜蘑,20,2.7,2,0.1,92.4,2.1,0.7,0,10,2,0.08,0.35,4,2,0.56,312,8.3,6,11,1.2,0.11,0.92,0.49,94,0.55
鲜扇贝,60,11.1,2.6,0.6,84.2,0,1.5,0,0,0,0,0.1,0.2,11.85,3.79,122,339,142,39,7.2,0.7,11.69,0.48,132,20.22
鲜桃果汁糖,397,0,98.8,0.2,0.4,0,0.6,0,190,32,0,0.05,2.3,0,0,20,172.1,14,11,1.9,0.05,0.09,0.11,3,0.89
咸马鲛,157,23.3,12.4,1.6,52.8,0,9.9,0,0,0,0.04,0,2.7,0,4.6,298,5350,0,0,6.2,0,2.23,0.1,228,28.3
咸肉,385,16.5,0,36,40.4,0,8.4,20,0,20,0.77,0.21,3.5,0,0.1,387,195.6,10,30,2.6,0.08,2.04,0.11,112,13
咸沙葱,25,2.4,2,0.8,88.2,1.8,4.8,0,0,0,0.05,0.18,0.4,0,0,604,1712.4,457,98,0,0.61,0.7,0.49,10,3.9
蚬肉,47,7,1.7,1.4,88.5,0,1.4,37,0,37,0.08,0.13,1.4,0.38,0.38,25,18.4,39,10,11.4,0.18,1.82,0.47,127,29.79
蚬子,47,7,1.7,1.4,88.5,0,1.4,37,0,37,0.08,0.13,1.4,0.38,0.38,25,18.4,39,10,11.4,0.18,1.82,0.47,127,29.79
香菜,31,1.8,5,0.4,90.5,1.2,1.1,0,1160,193,0.04,0.14,2.2,48,0.8,272,48.5,101,33,2.9,0.28,0.45,0.21,49,0.53
香椿,47,1.7,9.1,0.4,85.2,1.8,1.8,0,700,117,0.07,0.12,0.9,40,0.99,172,4.6,96,36,3.9,0.35,2.25,0.09,147,0.42
香醋,68,3.8,13,0.1,79.7,0,3.4,0,0,0,0.03,0.13,1.5,0,0,117,183.9,37,92,2.9,1.14,7.79,0.05,0,5.18
香菇(干),211,20,30.1,1.2,12.3,31.6,4.8,0,20,3,0.19,1.26,20.5,5,0.66,464,11.2,83,147,10.5,5.47,8.57,1.03,258,6.24
香菇(鲜),19,2.2,1.9,0.3,91.7,3.3,0.6,0,0,0,0,0.08,2,1,0,20,1.4,2,11,0.3,0.25,0.66,0.12,53,2.58
香瓜,26,0.4,5.8,0.1,92.9,0.4,0.4,0,30,5,0.02,0.03,0.3,15,0.47,139,8.8,14,11,0.7,0.04,0.09,0.04,17,0.4
香蕉,91,1.4,20.8,0.2,75.8,1.2,0.6,0,60,10,0.02,0.04,0.7,8,0.24,256,0.8,7,43,0.4,0.65,0.18,0.14,28,0.87
香荽,31,1.8,5,0.4,90.5,1.2,1.1,0,1160,193,0.04,0.14,2.2,48,0.8,272,48.5,101,33,2.9,0.28,0.45,0.21,49,0.53
香杏片,207,33.4,15,1.5,15.1,22.6,12.4,0,0,0,0,1.9,0,0,0,227,21,15,0,137.5,3.26,7.83,2.61,77,0
香杏片口薯,207,33.4,15,1.5,15.1,22.6,12.4,0,0,0,0,1.9,0,0,0,227,21,15,0,137.5,3.26,7.83,2.61,77,0
香雪酒,80,1.5,0,0,0,0,0,0,0,0,0.01,0.07,0,0,0,2,1.4,0,25,0.1,0,0.44,0.03,44,1.2
香蕈,211,20,30.1,1.2,12.3,31.6,4.8,0,20,3,0.19,1.26,20.5,5,0.66,464,11.2,83,147,10.5,5.47,8.57,1.03,258,6.24
香蕈,19,2.2,1.9,0.3,91.7,3.3,0.6,0,0,0,0,0.08,2,1,0,20,1.4,2,11,0.3,0.25,0.66,0.12,53,2.58
香油,898,0,0.2,99.7,0.1,0,0,0,0,0,0,0,0,0,68.53,0,1.1,9,3,2.2,0.76,0.17,0.05,4,8.41
香油炒面,407,12.4,78.6,4.8,1.9,1.5,0.8,0,100,17,0.25,0.09,0,0,2.81,154,46.4,16,0,2.9,0.43,1.38,3.2,149,36.8
小白菜,15,1.5,1.6,0.3,94.5,1.1,1,0,1680,280,0.02,0.09,0.7,28,0.7,178,73.5,90,18,1.9,0.27,0.51,0.08,36,1.17
小葱,24,1.6,3.5,0.4,92.7,1.4,0.4,0,840,140,0.05,0.06,0.4,21,0.59,143,10.4,72,18,1.3,0.16,0.35,0.06,26,1.06
小豆粥,61,1.2,13.1,0.4,84.4,0.6,0.3,0,0,0,0,0,0,0,0.19,45,62.3,13,17,0.6,0.09,0.33,0.03,14,0.5
小肚,225,7.2,17.2,14.2,57.8,0,2,6,0,6,0.1,0.1,0.8,0,0.24,94,872.1,8,13,3.6,0.22,1.18,0.12,67,3.34
小核桃,596,7.9,26.8,50.8,2.2,7.8,4.5,0,0,0,0.02,0.09,1,0,14.08,241,430.3,133,5,5.4,0.15,12.59,0.45,222,0
小黄花鱼,99,17.9,0.1,3,77.9,0,1.1,0,0,0,0.04,0.04,2.3,0,1.19,228,103,78,28,0.9,0.05,0.94,0.04,188,55.2
小黄鱼,99,17.9,0.1,3,77.9,0,1.1,0,0,0,0.04,0.04,2.3,0,1.19,228,103,78,28,0.9,0.05,0.94,0.04,188,55.2
小茴香,251,14.5,21.6,11.8,8.9,33.9,9.3,0,320,53,0.04,0.36,7.1,0,0.7,1104,79.6,751,336,0.9,3.14,3.46,1.76,336,1.98
小麦（龙麦）,352,12,76.1,0,0,10.2,1.7,0,0,0,0.48,0.14,0,0,1.91,0,107.4,0,0,5.9,3.49,3.51,0.34,436,4.05
小麦粉(特二粉),349,10.4,74.3,1.1,12,1.6,0.6,0,0,0,0.15,0.11,2,0,1.25,124,1.5,30,48,3,0.92,0.96,0.58,120,6.01
小麦酒(48.0度),284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.04,0,0
小麦酒(50度),297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.05,0,0
小麦胚粉,392,36.4,38.9,10.1,4.3,5.6,4.7,0,0,0,3.5,0.79,3.7,0,23.2,1523,4.6,85,198,0.6,17.3,23.4,0.83,0,65.2
小米,358,9,73.5,3.1,11.6,1.6,1.2,0,100,17,0.33,0.1,1.5,0,3.63,284,4.3,41,107,5.1,0.89,1.87,0.54,229,4.74
小米粥,46,1.4,8.4,0.7,89.3,0,0.2,0,0,0,0.02,0.07,0.9,0,0.26,19,4.1,10,22,1,0.16,0.41,0.07,32,0.3
小西胡瓜,22,0.7,4.8,0,94.4,0,0.1,0,0,0,0,0.01,0,0,0,18,1.7,5,0,0.2,0.05,0.1,0.04,6,1
小虾,153,30.7,2.5,2.2,42.4,0,22.2,19,0,19,0.02,0.14,3.1,0,0.92,617,5057.7,991,265,6.7,0.82,1.93,1.08,582,74.43
小香槟酒,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝎子,177,26.2,7.5,4.7,48.4,0,13.2,0,0,0,0.03,1.09,1.7,0,7.59,150,115.7,120,36,30.8,1.94,26.71,14,241,6.5
蟹(海蟹),95,13.8,4.7,2.3,77.1,0,2.1,30,0,30,0.01,0.1,2.5,0,2.99,232,260,208,47,1.6,0.18,3.32,1.67,142,82.65
蟹(河蟹),103,17.5,2.3,2.6,75.8,0,1.7,389,0,389,0.06,0.28,1.7,0,6.09,181,193.5,126,23,2.9,0.42,3.68,2.97,182,56.72
蟹(踞缘青蟹),80,14.6,1.7,1.6,79.8,0,2.3,2,0,402,0.02,0.39,2.3,0,2.97,206,192.9,228,42,0.9,0.17,4.34,2.84,262,75.9
蟹(梭子蟹),95,15.9,0.9,3.1,77.5,0,2.6,121,0,121,0.03,0.3,1.9,0,4.56,208,481.4,280,65,2.5,0.26,5.5,1.25,152,90.96
蟹黄(鲜),62,11.6,1.1,1.2,84.4,0,1.7,0,0,0,0.03,0.09,4.3,0,2.91,214,270,231,41,1.8,0.31,2.15,1.33,159,33.3
蟹肉,62,11.6,1.1,1.2,84.4,0,1.7,0,0,0,0.03,0.09,4.3,0,2.91,214,270,231,41,1.8,0.31,2.15,1.33,159,33.3
蟹子,62,11.6,1.1,1.2,84.4,0,1.7,0,0,0,0.03,0.09,4.3,0,2.91,214,270,231,41,1.8,0.31,2.15,1.33,159,33.3
杏,36,0.9,7.8,0.1,89.4,1.3,0.5,0,450,75,0.02,0.03,0.6,4,0.95,226,2.3,14,11,0.6,0.06,0.2,0.11,15,0.2
杏(李子杏),35,1,7.5,0.1,89.9,1.1,0.4,0,80,13,0.03,0.01,0.5,16,0,103,1.5,3,0,0.2,0,0.23,0,11,0.09
杏脯,329,0.8,80.2,0.6,15.3,1.8,1.3,0,940,157,0.02,0.09,0.6,6,0.61,266,213.3,68,12,4.8,0.13,0.56,0.26,22,1.69
杏脯(李广杏),284,2.8,67.5,0.3,23.7,4.6,1.1,0,480,80,0,0.03,1.5,8,0,409,146.5,397,49,12.3,0.23,3.47,6.13,26,6.67
杏干,330,2.7,78.8,0.4,8.8,4.4,4.9,0,610,102,0,0.01,1.2,0,0,783,40.4,147,55,0.3,0.24,3.8,7.67,89,3.33
杏酱,286,0.2,70.5,0.3,28.3,0.4,0.3,0,30,5,0.1,0.07,0.2,1,0.31,113,5,6,5,0.4,0.03,0.04,0.03,4,0
杏仁,514,24.7,2.9,44.8,5.6,19.2,2.8,0,0,0,0.08,1.25,0,26,18.53,106,7.1,71,0,1.3,0.61,3.64,0.81,27,15.65
杏仁(苦),640,12.6,8.6,62.6,3,12.4,2.8,0,40,7,0.41,0.09,3.8,0,34.74,184,0,3,567,5.9,10.35,9.02,2.68,620,0.63
杏仁露,46,0.9,8.1,1.1,89.7,0,0.2,0,0,0,0,0.02,0,1,0,1,9.2,4,0,0,0,0.02,0,1,0.17
杏子罐头,37,0.6,8.3,0.2,89.2,1.4,0.3,0,430,72,0,0,0,0,1.32,26,22.3,6,4,2.1,0.03,0.35,0.04,8,4.13
雪菜（雪里蕻）,24,2,3.1,0.4,91.5,1.6,1.4,0,310,52,0.03,0.11,0.5,31,0.74,281,30.5,230,24,3.2,0.42,0.7,0.08,47,0.7
雪糕(双棒),137,2.3,23.9,3.6,69.7,0,0.5,45,0,45,0.01,0.02,0.1,0,0.78,94,51.1,100,9,0.8,0.02,0.33,0,21,1.8
雪里红,24,2,3.1,0.4,91.5,1.6,1.4,0,310,52,0.03,0.11,0.5,31,0.74,281,30.5,230,24,3.2,0.42,0.7,0.08,47,0.7
雪里蕻(腌),25,2.4,3.3,0.2,77.1,2.1,14.9,0,50,8,0.05,0.07,0.7,4,0.24,369,3304.2,294,40,5.5,0.46,0.74,0.51,36,0.77
雪里蕻(叶用芥菜),24,2,3.1,0.4,91.5,1.6,1.4,0,310,52,0.03,0.11,0.5,31,0.74,281,30.5,230,24,3.2,0.42,0.7,0.08,47,0.7
雪鲮,95,18.4,0.7,2.1,77.7,0,1.1,125,0,125,0.01,0.04,3,0,1.54,317,40.1,31,22,0.9,0.02,0.83,0.04,176,48.1
鳕鱼(鳕狭),88,20.4,0.5,0.5,77.4,0,1.2,14,0,14,0.04,0.13,2.7,0,0,321,130.3,42,84,0.5,0.01,0.86,0.01,232,24.8
血脖(猪),576,8,0,60.5,35.8,0,0.4,18,0,18,0.21,0.07,1.7,0,0.61,99,54,4,7,1.2,0,0.59,0.14,77,2.21
血蚶,71,10,6,0.8,81.8,0,1.4,6,0,6,0.01,0.07,1.1,0.28,0.28,207,354.9,59,84,11.4,1.25,0.33,0.11,103,41.42
血糯米（糯米(紫红)）,343,8.3,73.7,1.7,13.8,1.4,1.1,0,0,0,0.31,0.12,4.2,0,1.36,219,4,13,16,3.9,2.37,2.16,0.29,183,2.88
压缩干粮,444,8.4,73,13.2,3.3,0.9,1.2,0,0,0,0.06,0.03,1.1,0,1.67,83,112.2,115,61,3.5,0.59,3.3,0.96,267,12.42
鸭,240,15.5,0.2,19.7,63.9,0,0.7,52,0,52,0.08,0.22,4.2,0,0.27,191,69,6,14,2.2,0.06,1.33,0.21,122,12.25
鸭,55,13.1,0,0.3,85.6,0,1,110,0,110,0.05,0.07,0,0,0.1,185,175.2,2,9,39.6,0.09,0.94,0.08,127,0
鸭(北京烤鸭),424,9.3,3.9,41.3,45,0,0.5,30,0,30,0,0,4.2,0,0.53,139,45.5,15,6,1.6,0,1.31,0,149,5.8
鸭(北京填鸭),424,9.3,3.9,41.3,45,0,0.5,30,0,30,0,0,4.2,0,0.53,139,45.5,15,6,1.6,0,1.31,0,149,5.8
鸭(公麻鸭),360,14.3,6.1,30.9,47.9,0,0.8,238,0,238,0.05,0.11,0,0,0.13,109,61.6,4,16,3,0.09,1.9,0.29,122,0
鸭(母麻鸭),461,13,1.4,44.8,40.2,0,0.6,476,0,476,0.06,0.09,0,0,0.6,155,48.8,9,20,2.9,0.09,1.38,0.21,64,0
鸭肠,129,14.2,0.4,7.8,77,0,0.6,16,0,0,0.02,0.22,3.1,0,0,136,32,31,13,2.3,0,1.19,0.18,166,24.9
